pname,pdesc,upc,sku,Price,uom,pack,pcat,pcat1,pcat2,country,region
Oxbow Barrel Aged Straight Louisiana Rum 750mL,Oxbow Barrel Aged Straight Louisiana Rum 750mL,#856240007367,#210000007308,46.99,,1,Rum,Gold,,,
Oxbow Rhum Louisiane Agricole 750mL,Oxbow Rhum Louisiane Agricole 750mL,#856240007220,#210000007309,62.99,,1,Rum,Rhum Agricole,,,
False River Spiced Rum 750mL,False River Spiced Rum 750mL,#856240007374,#210000007310,31.99,,1,Rum,Spiced,,,
Aguaviva Cachaca 750mL,Aguaviva Cachaca 750mL,#9333139000094,#210000007311,29.99,,1,Cachaca,,,,
Backwoods Raccoon Dog Peanut Butter Whiskey 50mL,Backwoods Raccoon Dog Peanut Butter Whiskey 50mL,#697478461237,#210000007312,2.45,,1,Whiskey,United States,Texas,,
Mal Bien Papalote 750mL,Mal Bien Papalote 750mL,#5060945750427,#210000007313,103.99,,1,Agave,Mezcal,Cupreata ( Papalote ),,
Troop Tequila Margarita Tx Style 4pk Cans,Troop Tequila Margarita Tx Style 4pk Cans,#857853008253,#210000007314,15.99,,1,Ready To Drink,,,,
Pomona Grapefruit Gin 750mL,Pomona Grapefruit Gin 750mL,#860008811622,#210000007315,17.99,,1,Gin,United States,Oregon,,
Thinking Tree Butterfly Lavender Vodka 750mL,Thinking Tree Butterfly Lavender Vodka 750mL,#860008811615,#210000007316,27.99,,1,Vodka,United States,Oregon,,
2021 La Giareta Pinot Grigio,2021 La Giareta Pinot Grigio,#858470000170,#210000007317,16.99,,1,Wine,White Wine,Pinot Grigio,,
Absolut Mango Mule Sparkling 4pk Cans,Absolut Mango Mule Sparkling 4pk Cans,#089540535289,#210000007318,9.99,,1,Ready To Drink,,,,
Absolut Cocktails Ready to Drink 8pk Cans,Absolut Cocktails Ready to Drink 8pk Cans,#089540535999,#210000007319,18.99,,1,Ready To Drink,,,,
Malibu Pineapple Bay Breeze Cocktail 4pk Cans,Malibu Pineapple Bay Breeze Cocktail 4pk Cans,#089540535708,#210000007320,9.99,,1,Ready To Drink,,,,
Malibu Strawberry Daiquiri Cocktail 4pk Cans,Malibu Strawberry Daiquiri Cocktail 4pk Cans,#089540535685,#210000007321,9.99,,1,Ready To Drink,,,,
Malibu Pina Colada Cocktail 4pk Cans,Malibu Pina Colada Cocktail 4pk Cans,#089540535661,#210000007322,9.99,,1,Ready To Drink,,,,
Malibu Peach Rum Punch Cocktail 4pk Cans,Malibu Peach Rum Punch Cocktail 4pk Cans,#089540536026,#210000007323,9.99,,1,Ready To Drink,,,,
Malibu Watermelon Mojito Cocktail 4pk Cans,Malibu Watermelon Mojito Cocktail 4pk Cans,#089540535722,#210000007324,9.99,,1,Ready To Drink,,,,
Jameson & Cola 4pk Cans,Jameson & Cola 4pk Cans,#080432000069,#210000007325,11.99,,1,Ready To Drink,,,,
Jameson Ginger & Lime Cocktail 4pk Cans,Jameson Ginger & Lime Cocktail 4pk Cans,#080432117538,#210000007326,11.99,,1,Ready To Drink,,,,
Jameson Lemonade Cocktail 4pk Cans,Jameson Lemonade Cocktail 4pk Cans,#080432000083,#210000007327,11.99,,1,Ready To Drink,,,,
Onda Tequila Seltzer Holiday Variety 8pk Cans,Onda Tequila Seltzer Holiday Variety 8pk Cans,#850044034008,#210000007328,18.99,,1,Ready To Drink,,,,
Flecha Azul Anejo 750mL,Flecha Azul Anejo 750mL,#850013524044,#210000007329,73.99,,1,Agave,Tequila,Anejo,,
Flecha Azul Blanco 750mL,Flecha Azul Blanco 750mL,#850013524006,#210000007330,51.99,,1,Agave,Tequila,Blanco,,
Flecha Azul Reposado 750mL,Flecha Azul Reposado 750mL,#850013524020,#210000007331,57.99,,1,Agave,Tequila,Reposado,,
Henry McKenna Bourbon Sour Mash 750mL,Henry McKenna Bourbon Sour Mash 750mL,#096749002245,#210000007332,14.99,,1,Bourbon,Kentucky,,,
Tequila Ocho Plata 1L,Tequila Ocho Plata 1L,#860004628767,#210000007333,68.99,,1,Agave,Tequila,Blanco,,
2021 Maturana Wines Naranjo Torontel,2021 Maturana Wines Naranjo Torontel,#7804649960021,#210000007334,31.99,,1,Wine,Orange Wine,,,
Esco Bar Orange Limeade,Esco Bar Orange Limeade,#753620086540,#210000007335,22.99,,1,Vape,,,,
William’s Cigars Toro Half Length,William’s Cigars Toro Half Length,#004458547001,#210000007336,6.99,,1,Tobacco,Cigars,,,
William’s Cigars Mariposa Half Length,William’s Cigars Mariposa Half Length,#66854123518,#210000007337,8.99,,1,Tobacco,Cigars,,,
William Cigars Sabor Cuba Robusto Half Length,William Cigars Sabor Cuba Robusto Half Length,#159357159357,#210000007338,6.99,,1,Tobacco,Cigars,,,
William's Cigars Espresso,William's Cigars Espresso,#004458547056,#210000007340,10.99,,1,Tobacco,Cigars,,,
William's Cigars Chocolate,William's Cigars Chocolate,#004458547049,#210000007341,12.99,,1,Tobacco,Cigars,,,
Don Rico Blanco Tequila 750mL,Don Rico Blanco Tequila 750mL,#697333307700,#210000007343,49.99,,1,Agave,Tequila,Blanco,,
Don Rico Reposado Tequila 750mL,Don Rico Reposado Tequila 750mL,#697333307717,#210000007344,56.99,,1,Agave,Tequila,Reposado,,
Don Rico Anejo Tequila 750mL,Don Rico Anejo Tequila 750mL,#697333307724,#210000007345,86.99,,1,Agave,Tequila,Anejo,,
Jean-Francois Merieau Touraine J'Ose Les Fines Bulles,Jean-Francois Merieau Touraine J'Ose Les Fines Bulles,#805109715110,#210000007346,22.99,,1,Sparkling Wine,,,,
Coke 12pk 12oz Cans,Coke 12pk 12oz Cans,#049000028904,#210000007347,14.99,,1,Mixers,Soft Drinks,,,
Sprite 12pk 12oz Cans,Sprite 12pk 12oz Cans,#049000028928,#210000007348,14.99,,1,Mixers,Soft Drinks,,,
Diet Coke 12pk 12oz Cans,Diet Coke 12pk 12oz Cans,#049000028911,#210000007349,14.99,,1,Mixers,Soft Drinks,,,
Dr Pepper 12pk 12oz Cans,Dr Pepper 12pk 12oz Cans,#078000082166,#210000007350,14.99,,1,Mixers,Soft Drinks,,,
Canada Dry Ginger Ale 12pk 12oz Cans,Canada Dry Ginger Ale 12pk 12oz Cans,#078000152166,#210000007351,14.99,,1,Mixers,Ginger Ale,,,
Blackened Cask Strength Whiskey 750mL,Blackened Cask Strength Whiskey 750mL,#850001901680,#210000007352,79.99,,1,Whiskey,United States,Ohio,,
Blackened Limited Edition 72 Seasons Whiskey 750mL,Blackened Limited Edition 72 Seasons Whiskey 750mL,#736040007456,#210000007353,51.99,,1,Whiskey,United States,Ohio,,
Blackened Wes Henderson Cask Strength Whiskey 750mL,Blackened Wes Henderson Cask Strength Whiskey 750mL,#736040006305,#210000007354,106.99,,1,Whiskey,United States,Kentucky,,
Forte Do Cego Vinho Verde,Forte Do Cego Vinho Verde,#5600879340419,#210000007355,10.99,,1,Wine,White Wine,Albariño,,
Yeyo Single Barrel Reposado 750mL,Yeyo Single Barrel Reposado 750mL,#866915000470,#210000007356,74.99,,1,Agave,Tequila,Reposado,,
Acqua Panna 6pk 500mL,Acqua Panna 6pk 500mL,#041508400053,#210000007357,12.99,,1,Mixers,Still Water,,,
Taylor Fladgate Fine Ruby Port 750mL,Taylor Fladgate Fine Ruby Port 750mL,#084692300549,#210000007358,21.99,,1,Fortified Wine,Port,,,
TBD High Green Tea Lemonade 12oz Can,TBD High Green Tea Lemonade 12oz Can,#860009350953,#210000007359,8.49,,1,THC & CBD Drinks,,,,
TBD Low Green Tea Lemonade 12oz Can,TBD Low Green Tea Lemonade 12oz Can,#860009350946,#210000007360,8.49,,1,THC & CBD Drinks,,,,
Sabe Mojito Cocktail 4pk Cans,Sabe Mojito Cocktail 4pk Cans,#850034204529,#210000007361,16.99,,1,Ready To Drink,,,,
Sabe Moscow Mule Cocktail 4pk Cans,Sabe Moscow Mule Cocktail 4pk Cans,#850034204123,#210000007362,16.99,,1,Ready To Drink,,,,
2021 Tenuta Foresto-Favonio,2021 Tenuta Foresto-Favonio,#742488887598,#210000007363,26.99,,1,Wine,White Wine,Moscato,,
99 Brand Blackcherry 50mL,99 Brand Blackcherry 50mL,#080660113692,#210000007364,1.99,,1,Liqueur,Fruity,,,
99 Brand Blackberries 50mL,99 Brand Blackberries 50mL,#089000515998,#210000007365,1.99,,1,Liqueur,Fruity,,,
99 Brand Butterscotch 50mL,99 Brand Butterscotch 50mL,#080660010113,#210000007366,1.99,,1,Liqueur,,,,
99 Brand Cinnamon 50mL,99 Brand Cinnamon 50mL,#080660113760,#210000007367,1.99,,1,Liqueur,,,,
99 Brand Coconuts 50mL,99 Brand Coconuts 50mL,#089000993154,#210000007368,1.99,,1,Liqueur,,,,
99 Grapes 50mL,99 Grapes 50mL,#089000990764,#210000007369,1.99,,1,Vodka,,,,
99 Brand Oranges 50mL,99 Brand Oranges 50mL,#080660118895,#210000007370,1.99,,1,Liqueur,Fruity,,,
99 Peaches 50mL,99 Peaches 50mL,#089000990610,#210000007371,1.99,,1,Liqueur,Fruity,,,
99 Brand Peppermint 50mL,99 Brand Peppermint 50mL,#088006026086,#210000007372,1.99,,1,Liqueur,,,,
99 Brand Pineapples 50mL,99 Brand Pineapples 50mL,#080660010700,#210000007373,1.99,,1,Liqueur,Fruity,,,
99 Brand Root Beer 50mL,99 Brand Root Beer 50mL,#088004023850,#210000007374,1.99,,1,Liqueur,,,,
99 Brand Watermelons 50mL,99 Brand Watermelons 50mL,#089000991044,#210000007375,1.99,,1,Liqueur,Fruity,,,
99 Brand Whipped 50mL,99 Brand Whipped 50mL,#089000993086,#210000007376,1.99,,1,Liqueur,,,,
99 Brand Mangos 50mL,99 Brand Mangos 50mL,#088004030261,#210000007377,1.99,,1,Liqueur,Fruity,,,
Shiner Light Blonde 12pk Bottles,Shiner Light Blonde 12pk Bottles,#088573433326,#210000007378,24.99,,1,Beer,United States,Texas,,
Yuengling Flight 6pk Bottles,Yuengling Flight 6pk Bottles,#069924770145,#210000007379,11.89,,1,Beer,,,,
"Domaine Font-Mars Picpoul de Pinet, 2021","Domaine Font-Mars Picpoul de Pinet, 2021",#791930002485,#210000007380,16.99,,1,Wine,White Wine,Picpoul,,
Salvation Vodka 750mL,Salvation Vodka 750mL,#850029725008,#210000007381,36.99,,1,Vodka,United States,Texas,,
Salvation Fritztown Gin 750mL,Salvation Fritztown Gin 750mL,#850029725015,#210000007382,39.99,,1,Gin,United States,Texas,,
"2022 Rieslingfreak ""No. 33"" Clare Valley Riesling","2022 Rieslingfreak ""No. 33"" Clare Valley Riesling",#858441006859,#210000007383,22.99,,1,Wine,White Wine,Riesling,,
2020 Durigutti Reserva Malbec,2020 Durigutti Reserva Malbec,#7360405028690,#210000007384,26.99,,1,Wine,Red Wine,Malbec,,
Wilder Whiskey Seltzer Grapefruit 4pk Cans,Wilder Whiskey Seltzer Grapefruit 4pk Cans,#00860006981112,#210000007385,14.99,,1,Ready To Drink,,,,
Wilder Whiskey Seltzer Orange Vanilla 4pk Cans,Wilder Whiskey Seltzer Orange Vanilla 4pk Cans,#00860006981129,#210000007386,14.99,,1,Ready To Drink,,,,
Wilder Whiskey Seltzer Lemon Lime 4pk Cans,Wilder Whiskey Seltzer Lemon Lime 4pk Cans,#00860006981136,#210000007387,14.99,,1,Ready To Drink,,,,
Fujima Steel Cigar Cutter,Fujima Steel Cigar Cutter,#081635305104,#210000007389,5.99,,1,Tobacco,,,,
Ghost Energy Sour Green Apple 16oz,Ghost Energy Sour Green Apple 16oz,#810085812203,#210000007390,3.75,,1,Mixers,Energy Drink,,,
Ghost Energy Sour Watermelon 16oz,Ghost Energy Sour Watermelon 16oz,#810028293304,#210000007391,3.75,,1,Mixers,Energy Drink,,,
Lost Mary OS 5000 Blue Razz Ice,Lost Mary OS 5000 Blue Razz Ice,#5056716402190,#210000007392,25.99,,1,Vape,Disposable,,,
Lost Mary OS 5000 Berry Crush Ice,Lost Mary OS 5000 Berry Crush Ice,#5056716402817,#210000007393,25.99,,1,Vape,Disposable,,,
Lost Mary OS 5000 Black Mint,Lost Mary OS 5000 Black Mint,#6941976212209,#210000007394,25.99,,1,Vape,Disposable,,,
Lost Mary OS 5000 Pineapple Duo Ice,Lost Mary OS 5000 Pineapple Duo Ice,#5056716402732,#210000007396,25.99,,1,Vape,Disposable,,,
Lost Mary OS 5000 Triple Berry Duo Ice,Lost Mary OS 5000 Triple Berry Duo Ice,#6941976274924,#210000007397,25.99,,1,Vape,Disposable,,,
Hendricks Flora Adora Gin 750mL,Hendricks Flora Adora Gin 750mL,#083664874965,#210000007398,46.99,,1,Gin,,,,
Canard-Duchene Brut,Canard-Duchene Brut,#664941002594,#210000007399,63.99,,1,Champagne,,,,
Lindemans Framboise Belgium Raspberry Lambic 12oz Bottle,Lindemans Framboise Belgium Raspberry Lambic 12oz Bottle,#085725108040,#210000007402,8.99,,1,Beer,,,,
Ana Maria Joven 750mL,Ana Maria Joven 750mL,#736040543794,#210000007403,34.99,,1,Agave,Tequila,Joven,,
"ArteNOM 1123 ""Blanco Historico"" 375mL","ArteNOM 1123 ""Blanco Historico"" 375mL",#618115103365,#210000007404,52.99,,1,Agave,Tequila,Blanco,,
ArteNom 1146 Anejo 375mL,ArteNom 1146 Anejo 375mL,#618115113333,#210000007405,76.99,,1,Agave,Tequila,Anejo,,
ArteNOM 1579 Blanco 375mL,ArteNOM 1579 Blanco 375mL,#618115113357,#210000007406,41.99,,1,Agave,Tequila,Blanco,,
ArteNOM 1414 Reposado 375mL,ArteNOM 1414 Reposado 375mL,#618115113326,#210000007408,49.99,,1,Agave,Tequila,Reposado,,
Rey Campero Azul Joven 750mL,Rey Campero Azul Joven 750mL,#7503018107523,#210000007409,115.99,,1,Agave,Tequila,Blanco,,
"Akashi ""Ume"" Japanese Whiskey 750mL","Akashi ""Ume"" Japanese Whiskey 750mL",#4969265758834,#210000007410,46.99,,1,Whiskey,Japan,,,
"Carboniste Octopus Sparkling Albarino, 2022","Carboniste Octopus Sparkling Albarino, 2022",#759049760023,#210000007411,36.99,,1,Sparkling Wine,,,,
"The Mill Keeper Red, 2021","The Mill Keeper Red, 2021",#850240002278,#210000007412,22.99,,1,Wine,Red Wine,Blend,,
Graham Beck Brut 375mL,Graham Beck Brut 375mL,#699446000332,#210000007413,16.99,,1,Sparkling Wine,,,,
VYBES Blackberry Hibiscus 25mg 420mL,VYBES Blackberry Hibiscus 25mg 420mL,#850007123031,#210000007414,7.99,,1,CBD Drinks,,,,
VYBES Blood Orange Lime 25mg 420mL,VYBES Blood Orange Lime 25mg 420mL,#850007123147,#210000007415,7.99,,1,CBD Drinks,,,,
Fever Tree Blood Orange Ginger Beer 4pk,Fever Tree Blood Orange Ginger Beer 4pk,#8121360311816,#210000007416,8.99,,1,Mixers,Ginger Beer,,,
Lyre's G&T Non-Alcoholic Cocktail 4pk Cans,Lyre's G&T Non-Alcoholic Cocktail 4pk Cans,#9354596002049,#210000007417,17.99,,1,Non Alcohol,,,,
Wild Turkey Rare Breed Rye 750mL,Wild Turkey Rare Breed Rye 750mL,#721059003148,#210000007418,74.99,,1,Whiskey,Rye Whiskey,,,
Delola Spritz Bella Berry Cocktail 750mL,Delola Spritz Bella Berry Cocktail 750mL,#080686004752,#210000007419,24.99,,1,Ready To Drink,,,,
Delola Sprits L 'Orange Cocktail 750mL,Delola Sprits L 'Orange Cocktail 750mL,#080686004738,#210000007420,24.99,,1,Ready To Drink,,,,
Delola Spritz Paloma Rosa Cocktail 750mL,Delola Spritz Paloma Rosa Cocktail 750mL,#080686004776,#210000007421,24.99,,1,Ready To Drink,,,,
Square Rocks Glass 4pk,Square Rocks Glass 4pk,#842094111633,#210000007424,19.99,,1,Accessories,Glassware,,,
Manhattan Project Double Half Life Hazy IPA 6pk Cans,Manhattan Project Double Half Life Hazy IPA 6pk Cans,#857750008066,#210000007425,16.29,,1,Beer,United States,Texas,,
"Block Nine Caiden's Vineyards Cabernet Sauvignon, 2023","Block Nine Caiden's Vineyards Cabernet Sauvignon, 2023",#183491000206,#210000007427,15.99,,1,Wine,Red Wine,Cabernet Sauvignon,,
2021 Naveran Cava Brut,2021 Naveran Cava Brut,#810411010334,#210000007428,19.99,,1,Sparkling Wine,Cava,,,
Twine Stripped Straws 20 Count,Twine Stripped Straws 20 Count,#876718030864,#210000007429,5.99,,1,Accessories,Paper Products,,,
Revitalyte Mixed Fruit 20oz,Revitalyte Mixed Fruit 20oz,#860006376710,#210000007430,5.99,,1,Hydration Drinks,,,,
Buchanan's Pineapple 750mL,Buchanan's Pineapple 750mL,#088076187245,#210000007431,49.99,,1,Whiskey,Scotland,,,
Villa Sandi Prosecco 375mL,Villa Sandi Prosecco 375mL,#850651005035,#210000007432,11.99,,1,Sparkling Wine,Prosecco,,,
White Claw Surge Lime 19.2oz Can,White Claw Surge Lime 19.2oz Can,#635985802099,#210000007433,4.99,,1,Beer,Seltzer,,,
Tip Top Daiquiri 100mL Can,Tip Top Daiquiri 100mL Can,#850003799186,#210000007434,5.99,,1,Ready To Drink,,,,
Tip Top Daiquiri 4pk 100mL Cans,Tip Top Daiquiri 4pk 100mL Cans,#850003799575,#210000007435,19.99,,1,Ready To Drink,,,,
Tip Top Espresso Martini 100mL Can,Tip Top Espresso Martini 100mL Can,#850003799445,#210000007436,5.99,,1,Ready To Drink,,,,
Tip Top Espresso Martini 4pk 100mL Cans,Tip Top Espresso Martini 4pk 100mL Cans,#850003799599,#210000007437,19.99,,1,Ready To Drink,,,,
Tip Top Old Fashioned 100mL Can,Tip Top Old Fashioned 100mL Can,#850003799001,#210000007438,5.99,,1,Ready To Drink,,,,
Tip Top Old Fashioned 4pk 100mL Cans,Tip Top Old Fashioned 4pk 100mL Cans,#850003799490,#210000007439,19.99,,1,Ready To Drink,,,,
Tip Top Margarita 100mL Can,Tip Top Margarita 100mL Can,#850003799179,#210000007440,5.99,,1,Ready To Drink,,,,
Tip Top Margarita 4pk 100mL Cans,Tip Top Margarita 4pk 100mL Cans,#850003799476,#210000007441,19.99,,1,Ready To Drink,,,,
Tip Top Gin Martini 100mL Can,Tip Top Gin Martini 100mL Can,#850003799209,#210000007442,5.99,,1,Ready To Drink,,,,
Tip Top Gin Martini 4pk 100mL Cans,Tip Top Gin Martini 4pk 100mL Cans,#850003799698,#210000007443,19.99,,1,Ready To Drink,,,,
Tip Top Negroni 100mL Can,Tip Top Negroni 100mL Can,#850003799025,#210000007444,5.99,,1,Ready To Drink,,,,
Tip Top Negroni 4pk 100mL Cans,Tip Top Negroni 4pk 100mL Cans,#850003799513,#210000007445,19.99,,1,Ready To Drink,,,,
Massenez Creme a la Fraise des Bois 750mL,Massenez Creme a la Fraise des Bois 750mL,#012086511110,#210000007446,26.99,,1,Liqueur,Fruity,,,
Massenez Liqueur de Litchi 750mL,Massenez Liqueur de Litchi 750mL,#012086009273,#210000007447,26.99,,1,Liqueur,Floral,,,
2022 Twomey Napa/Sonoma Sauvignon Blanc,2022 Twomey Napa/Sonoma Sauvignon Blanc,#785214590751,#210000007448,39.99,,1,Wine,White Wine,Sauvignon Blanc,,
Amatitena Blanco Origen High Proof 750mL,Amatitena Blanco Origen High Proof 750mL,#829782000561,#210000007449,109.99,,1,Agave,Tequila,Blanco,,
Fierce Whiskers Straight Rye Whiskey 750mL,Fierce Whiskers Straight Rye Whiskey 750mL,#850043726005,#210000007450,69.99,,1,Whiskey,Rye Whiskey,,,
2021 Mark West Pinot Noir Black,2021 Mark West Pinot Noir Black,#086003018082,#210000007451,19.99,,1,Wine,Red Wine,Pinot Noir,,
Amaro Montenegro 1L,Amaro Montenegro 1L,#898193001627,#210000007453,49.99,,1,Digestif,Amaro,,,
Orbit Spearmint Gum 14 Pieces,Orbit Spearmint Gum 14 Pieces,#02248400,#210000007454,2.89,,1,Food,Gum,,,
Celsius Sparkling Watermelon 12oz,Celsius Sparkling Watermelon 12oz,#889392003628,#210000007455,3.5,,1,Mixers,Energy Drink,,,
Sour Punch Watermelon Straws,Sour Punch Watermelon Straws,#041364080499,#210000007456,1.99,,1,Food,Candy,,,
Cheez It Snack Mix Classic 4.5oz,Cheez It Snack Mix Classic 4.5oz,#024100577163,#210000007457,3.85,,1,Food,Crackers,,,
Lays Limon 2.5oz,Lays Limon 2.5oz,#028400355629,#210000007458,3.19,,1,Food,Chips,,,
Raw Rolling Paper Kingsize Slim,Raw Rolling Paper Kingsize Slim,#716165177357,#210000007459,2.59,,1,Tobacco,,,,
Fever Tree Refreshingly Light Indian Tonic Water 6.8oz,Fever Tree Refreshingly Light Indian Tonic Water 6.8oz,#898195001168,#210000007460,1.99,,1,Mixers,Tonic Water,,,
Hennessy Black 375mL,Hennessy Black 375mL,#081753816971,#210000007461,39.99,,1,Brandy,Cognac,,,
Grey Goose Essences Watermelon & Basil 50mL,Grey Goose Essences Watermelon & Basil 50mL,#080480985691,#210000007462,4.79,,1,Vodka,,,,
Dole Pineapple Juice 6oz Can,Dole Pineapple Juice 6oz Can,#038900009472,#210000007463,1.99,,1,Mixers,Juice,,,
Grey Goose Essences White Peach & Rosemary50mL,Grey Goose Essences White Peach & Rosemary50mL,#080480986056,#210000007464,4.79,,1,Vodka,,,,
Don Rico Sangrita 750mL,Don Rico Sangrita 750mL,#697333307755,#210000007465,13.99,,1,Mixers,Bloody Mary,,,
Tecate 12pk Cans,Tecate 12pk Cans,#089826900336,#210000007466,19.99,,1,Beer,Mexico,,,
Sol Cerveza 6pk Bottles,Sol Cerveza 6pk Bottles,#072311630214,#210000007467,12.34,,1,Beer,Mexico,,,
2022 Mystic Bay Sauvignon Blanc,2022 Mystic Bay Sauvignon Blanc,#9421900814947,#210000007468,19.99,,1,Wine,White Wine,Sauvignon Blanc,,
2019 Aresti Trisquel Gran Reserva,2019 Aresti Trisquel Gran Reserva,#677855002390,#210000007470,21.99,,1,Wine,Red Wine,Blend,,
2022 Rosé Rosé,2022 Rosé Rosé,#000662182885,#210000007471,13.99,,1,Wine,Rosé,,,
Yobo Soju Hunni Sparkling Grape Ginger 12oz Can,Yobo Soju Hunni Sparkling Grape Ginger 12oz Can,#086785101149,#210000007472,5.18,,1,Soju,,,,
Yobo Soju Hunni Sparkling Yuzu Elderflower 12oz Can,Yobo Soju Hunni Sparkling Yuzu Elderflower 12oz Can,#086785101101,#210000007473,5.18,,1,Soju,,,,
High West Double Rye 375mL,High West Double Rye 375mL,#854396005015,#210000007474,22.99,,1,Whiskey,Rye Whiskey,,,
2020 Escarpment New Zealand Chardonnay,2020 Escarpment New Zealand Chardonnay,#9421018436215,#210000007475,36.99,,1,Wine,White Wine,Chardonnay,,
2021 Thomas Schmitt Estate Riesling,2021 Thomas Schmitt Estate Riesling,#088474005752,#210000007476,19.99,,1,Wine,White Wine,Riesling,,
Boodles Gin 750mL,Boodles Gin 750mL,#811538016001,#210000007477,28.99,,1,Gin,England,,,
Boodles Rhubarb & Strawberry Gin 750mL,Boodles Rhubarb & Strawberry Gin 750mL,#811538018876,#210000007478,33.99,,1,Gin,England,,,
Purity Connoisseur 51 Reserve Vodka 750mL,Purity Connoisseur 51 Reserve Vodka 750mL,#856581003141,#210000007479,32.99,,1,Vodka,Sweden,,,
Celsius Raspberry Acai Green Tea 12oz Can,Celsius Raspberry Acai Green Tea 12oz Can,#889392010022,#210000007480,3.5,,1,Mixers,Energy Drink,,,
Amatitena Blanco 750mL,Amatitena Blanco 750mL,#829782000110,#210000007481,92.99,,1,Agave,Tequila,Blanco,,
Amatitena Reposado 750mL,Amatitena Reposado 750mL,#829782000233,#210000007482,103.99,,1,Agave,Tequila,Reposado,,
Origen Raiz Chacaleno Mezcal 750mL,Origen Raiz Chacaleno Mezcal 750mL,#7500462431471,#210000007483,108.99,,1,Agave,Mezcal,,,
Life Savers Collision Gummies 7oz Bag,Life Savers Collision Gummies 7oz Bag,#022000120304,#210000007484,4.99,,1,Food,Candy,,,
Life Savers Sour Gummies 7oz Bag,Life Savers Sour Gummies 7oz Bag,#019000170491,#210000007485,4.99,,1,Food,Candy,,,
Life Savers Wild Berries Gummies 7oz Bag,Life Savers Wild Berries Gummies 7oz Bag,#019000083449,#210000007486,4.99,,1,Food,Candy,,,
M&M's Peanut 5.3oz Bag,M&M's Peanut 5.3oz Bag,#040000017325,#210000007487,4.99,,1,Food,Candy,,,
Reese's Peanut Butter Cups Miniture 4.65oz Bag,Reese's Peanut Butter Cups Miniture 4.65oz Bag,#034000432905,#210000007488,4.99,,1,Food,Candy,,,
Sour Patch Kids Strawberry 5oz Bag,Sour Patch Kids Strawberry 5oz Bag,#070462008616,#210000007489,2.99,,1,Food,Candy,,,
Sour Patch Kids Watermelon 5oz Bag,Sour Patch Kids Watermelon 5oz Bag,#070462098631,#210000007490,2.99,,1,Food,Candy,,,
Ritz Cheese Crackers 6ct,Ritz Cheese Crackers 6ct,#044000002114,#210000007491,1.99,,1,Food,Crackers,,,
Ritz Peanut Butter Crackers 6ct,Ritz Peanut Butter Crackers 6ct,#044000002107,#210000007492,1.99,,1,Food,Crackers,,,
Uno Mas Pina Colada,Uno Mas Pina Colada,#6972385041234,#210000007493,19.99,,1,Vape,Disposable,,,
Uno Mas Blue Razz Slushie,Uno Mas Blue Razz Slushie,#6974331901821,#210000007494,19.99,,1,Vape,Disposable,,,
Uno Mas Pink Lemonade,Uno Mas Pink Lemonade,#6972385041258,#210000007495,19.99,,1,Vape,Disposable,,,
